P_DAY,RANK_ORDER,TRACK,ARTIST,ISRC,CHART_TYPE,COUNTRY,METRIC_TYPE
2026-01-29,13,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-01-29,116,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-29,116,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-29,116,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-01,200,NOT CUTE ANYMORE,ILLIT,USA2P2551249,Top 200,US,most_streamed
2022-06-23,95,Yet To Come,BTS,USA2P2226300,Top 200,US,most_streamed
2022-06-23,138,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-06-23,71,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-06-23,40,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-06-23,188,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-06-23,71,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2024-05-16,182,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-05-16,190,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-05-16,19,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-05-16,49,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-05-16,172,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-05-16,101,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-05-16,127,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-05-16,134,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-05-16,190,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-02-06,53,Tweaker,GELO,QT3F42457524,Top 200,US,most_streamed
2025-02-06,46,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-02-06,174,Scorsese Baby Daddy,SZA,USRC12403827,Top 200,US,most_streamed
2025-02-06,54,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-02-06,71,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-02-06,96,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-02-06,113,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-02-06,165,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-02-06,189,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2021-10-28,85,Good Days,SZA,,Top 200,US,most_streamed
2021-10-28,123,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2021-10-28,131,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,,Top 200,US,most_streamed
2021-10-28,124,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2021-10-28,8,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2021-10-28,109,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
2021-10-28,123,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2021-10-28,131,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,,Top 200,US,most_streamed
2021-10-28,27,MONEY,LISA,KRA402100099,Top 200,US,most_streamed
2025-04-24,88,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2025-04-24,116,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-04-24,131,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-04-24,98,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-03-27,192,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-03-27,90,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-03-27,120,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-03-27,126,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-03-27,96,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-03-27,136,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-03-27,79,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2024-03-28,136,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-03-28,163,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-03-28,45,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-03-28,18,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-03-28,144,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-07-10,143,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-10,143,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2023-11-16,120,Perfect Night,LE SSERAFIM,USA2P2349660,Top 200,US,most_streamed
2023-11-16,185,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-11-16,169,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-11-16,22,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-11-16,27,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-11-16,79,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-07-18,107,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-07-18,69,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-07-18,76,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-07-18,161,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-01-26,9,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-01-27,32,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-01-27,8,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2024-11-07,178,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-11-07,71,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-11-07,60,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-11-07,193,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-11-07,136,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-11-07,152,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-11-07,169,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-03-06,84,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-03-06,101,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-03-06,67,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-03-06,127,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-03-06,65,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-03-06,153,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2025-03-06,56,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-03-06,134,Tweaker,GELO,QT3F42457524,Top 200,US,most_streamed
2026-01-22,187,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-22,186,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-01-22,187,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-22,16,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2026-01-22,101,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-01-22,187,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-12,123,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-02-12,27,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-02-12,168,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-02-12,30,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2024-02-22,15,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-02-22,50,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-02-22,120,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-02-22,121,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-07-03,150,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-03,150,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-03,175,Strategy,TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-03,102,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-03,106,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-07-03,121,Gameboy,KATSEYE,USUM72503467,Top 200,US,most_streamed
2025-07-03,52,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-07-03,175,Strategy,TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-03,102,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-12-04,99,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2022-10-13,196,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-10-13,70,Shut Down,BLACKPINK,KRA402200020,Top 200,US,most_streamed
2022-10-13,86,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-10-13,98,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-10-13,21,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-10-13,77,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2024-04-18,48,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-04-18,160,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-04-18,12,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-04-18,136,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-04-18,49,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-04-18,158,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-04-18,179,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-09-26,180,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-09-26,88,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-09-26,77,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-09-26,182,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-09-26,155,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-09-26,58,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-09-26,165,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-09-26,145,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2025-08-07,177,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-08-07,177,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2024-11-14,78,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-11-14,76,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-11-14,196,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-11-14,172,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-11-14,122,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-11-14,188,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-11-14,104,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-08-21,50,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-08-21,193,Touch,KATSEYE,USUM72407248,Top 200,US,most_streamed
2025-08-21,121,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-08-21,32,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-08-21,40,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2023-01-12,75,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-11-21,157,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-11-21,79,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-11-21,187,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-11-21,66,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-11-21,143,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-11-21,181,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-11-21,105,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-11-21,151,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2023-01-19,110,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-02-27,180,DEEPER,PARTYNEXTDOOR,USLD91772024,Top 200,US,most_streamed
2025-02-27,61,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-02-27,87,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-02-27,69,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-02-27,157,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2025-02-27,56,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-02-27,103,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-02-27,122,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-02-27,185,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2025-02-27,104,Tweaker,GELO,QT3F42457524,Top 200,US,most_streamed
2023-03-23,23,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-03-23,38,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-03-23,3,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-03-23,111,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-03-23,121,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-03-23,27,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-03-23,76,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-03-23,183,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-03-23,180,MIENTRAS ME CURO DEL CORA,KAROL G,USUM72300862,Top 200,US,most_streamed
2023-03-23,125,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-03-23,147,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2022-09-15,183,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-09-15,41,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2022-09-15,173,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-15,113,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-09-15,108,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-09-15,19,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-09-15,173,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-15,54,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-07-14,200,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-07-14,80,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-07-14,142,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2025-10-02,77,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-02,78,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2021-12-09,166,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2021-12-09,124,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2021-12-09,35,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2021-12-09,9,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2021-12-09,1,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2021-12-09,65,Good Days,SZA,,Top 200,US,most_streamed
2022-02-10,10,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2023-01-19,8,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-01-19,103,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-01-19,15,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-01-19,21,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-01-19,187,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2023-01-19,13,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-01-19,17,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-01-19,2,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-01-19,195,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2023-01-19,177,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2023-01-19,44,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-01-19,56,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2023-01-19,98,Special,SZA,USRC12204597,Top 200,US,most_streamed
2023-01-19,105,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2023-01-19,74,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2023-01-19,25,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2026-01-29,116,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-29,184,Internet Girl,KATSEYE,USUM72512688,Top 200,US,most_streamed
2026-01-29,80,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-01-29,16,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2026-01-29,104,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-01-29,157,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2022-02-03,23,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-02-03,90,Good Days,SZA,,Top 200,US,most_streamed
2022-02-03,8,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2024-05-30,36,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-05-30,115,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-05-30,121,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-05-30,190,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-05-30,54,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-05-30,155,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-09-28,126,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-09-28,180,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-09-28,148,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-09-28,172,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-09-28,17,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-09-28,20,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-09-28,180,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-09-28,99,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-03-14,160,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-03-14,36,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-03-14,9,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-03-14,90,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-03-14,82,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-03-14,130,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-03-14,135,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-03-14,160,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-08-28,30,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-08-28,37,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-08-28,91,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-11-20,55,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-11-20,23,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-11-20,97,HOME,NF,USUM72510185,Top 200,US,most_streamed
2025-11-20,26,FEAR,NF,USUM72510181,Top 200,US,most_streamed
2025-11-20,108,GIVE ME A REASON,NF,USUM72510179,Top 200,US,most_streamed
2023-08-31,107,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-08-31,142,S91,KAROL G,USUG12305255,Top 200,US,most_streamed
2023-08-31,161,AMARGURA,KAROL G,USUM72222552,Top 200,US,most_streamed
2023-08-31,57,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-08-31,184,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-08-31,131,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-08-31,33,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-08-31,36,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-08-31,186,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-08-31,184,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-08-31,113,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2026-01-15,180,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-07-10,82,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-10,120,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-10,186,Thunderstruck,AC/DC,AUAP09000014,Top 200,US,most_streamed
2025-07-10,153,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-07-10,87,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-07-10,200,Gameboy,KATSEYE,USUM72503467,Top 200,US,most_streamed
2025-07-10,82,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-10,120,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2022-11-17,20,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-11-17,98,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-11-17,194,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2022-11-17,180,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-11-17,29,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-07-13,49,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2022-02-10,26,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-02-10,93,Good Days,SZA,,Top 200,US,most_streamed
2022-02-10,124,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-02-10,180,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-02-10,196,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
2022-12-15,46,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-12-15,153,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-12-15,8,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2022-12-15,4,Low,SZA,USRC12204586,Top 200,US,most_streamed
2022-12-15,11,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2022-12-15,24,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2022-12-15,44,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-12-15,23,Notice Me,SZA,USRC12204592,Top 200,US,most_streamed
2022-12-15,10,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2022-12-15,1,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2022-12-15,15,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2022-12-15,5,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2022-12-15,3,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2022-12-15,26,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2022-12-15,43,Far,SZA,USRC12204601,Top 200,US,most_streamed
2022-12-15,20,Special,SZA,USRC12204597,Top 200,US,most_streamed
2022-12-15,18,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2022-12-15,32,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-12-15,41,Too Late,SZA,USRC12204600,Top 200,US,most_streamed
2022-12-15,31,Smoking on my Ex Pack,SZA,USRC12204594,Top 200,US,most_streamed
2022-12-15,33,Conceited,SZA,USRC12204587,Top 200,US,most_streamed
2024-04-04,63,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-04-04,172,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-04-04,62,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-04-04,18,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-04-04,155,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-04-04,144,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-07-31,171,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-31,69,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-31,56,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-31,48,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-09-04,42,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-09-04,45,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-31,106,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-07-31,184,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-07-31,69,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-31,56,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-31,171,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-01-02,34,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-01-02,64,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
